phrase,abbr,count
Minimum Data Set,MDS,11
Hermansky Pudlak syndrome,HPS,11
Graves disease,GD,11
virus like particle,VLP,10
vasoactive intestinal peptide,VIP,10
urinary incontinence,UI,10
unconditioned stimulus,US,10
transverse aortic constriction,TAC,10
total body irradiation,TBI,10
tandem affinity purification,TAP,10
stress activated protein kinases,SAPK,10
severe mental illness,SMI,10
selective estrogen receptor modulator,SERM,10
retinal ganglion cells,ipRGCs,10
protein kinase G,PKG,10
progression free survival,PFS,10
problem solving therapy,PST,10
peroxisome proliferator activated receptors,PPAR,10
peptide nucleic acid,PNA,10
pattern recognition receptors,PRR,10
particulate matter,PM2.5,10
oxygen extraction fraction,OEF,10
oxidative stress,OS,10
orthotopic liver transplantation,OLT,10
nucleoside reverse transcriptase inhibitors,NRTIs,10
nuclear factor,NF,10
nicotinic acid adenine dinucleotide phosphate,NAADP,10
nicotinamide adenine dinucleotide,NAD,10
neural stem cell,NSC,10
natriuretic peptide,NP,10
mucosa associated lymphoid tissue,MALT,10
mouse embryo fibroblasts,MEFs,10
mitochondrial outer membrane permeabilization,MOMP,10
mesenchymal stem cells,hMSCs,10
mantle cell lymphoma,MCL,10
mammary epithelial cells,MECs,10
magnetic resonance angiography,MRA,10
liver X receptor,LXR,10
leucine rich repeats,LRRs,10
internal anal sphincter,IAS,10
intermediate filaments,IFs,10
immunoglobulin G,IgG,10
high performance liquid chromatography,HPLC,10
herpes stromal keratitis,HSK,10
herpes simplex viruses,HSV,10
hepatic lipase,HL,10
hair follicle,HF,10
guanylyl cyclase,sGC,10
glutamate receptors,iGluRs,10
glioma stem cells,GSCs,10
germinal centers,GCs,10
genome wide association studies,GWASs,10
generalized estimating equations,GEE,10
gene regulatory network,GRN,10
gene environment,GxE,10
fatty acids,FAs,10
fast spiking,FS,10
familial adenomatous polyposis,FAP,10
excitatory amino acid,EAA,10
erectile dysfunction,ED,10
embryonic stem cell,hESC,10
electronic medical records,EMR,10
electronic health records,EHR,10
electronic health records,EHRs,10
diet induced obese,DIO,10
delayed type hypersensitivity,DTH,10
cyclosporine A,CsA,10
corticotrophin releasing factor,CRF,10
controlled cortical impact,CCI,10
computer aided diagnosis,CAD,10
comparative genomic hybridization,aCGH,10
cognitive therapy,CT,10
chronic granulomatous disease,CGD,10
cholesteryl ester transfer protein,CETP,10
chimeric antigen receptors,CARs,10
chaperone mediated autophagy,CMA,10
cerebral spinal fluid,CSF,10
cardiac resynchronization therapy,CRT,10
break induced replication,BIR,10
bone morphogenetic proteins,BMP,10
anti retroviral therapy,ART,10
action potentials,APs,10
acetyl CoA carboxylase,ACC,10
aberrant crypt foci,ACF,10
Wiskott Aldrich syndrome protein,WASP,10
United States,U.S.,10
Reading disability,RD,10
Principal Investigator,PI,10
Prader Willi syndrome,PWS,10
Noonan syndrome,NS,10
NOD like receptor,NLR,10
Kaiser Permanente Northern California,KPNC,10
Community Reinforcement Approach,CRA,10
Ca2+ release activated Ca2+,CRAC,10
Anterior Chamber Associated Immune Deviation,ACAID,10
American Indian,AI,10
zinc finger nucleases,ZFNs,9
yeast artificial chromosome,YAC,9
whole brain irradiation,WBI,9
voltage dependent anion channel,VDAC,9
ventricular zone,VZ,9
tumor suppressor gene,TSG,9
troponin I,TnI,9
transmission electron microscopy,TEM,9
transcranial magnetic stimulation,rTMS,9
suppressors of cytokine signaling,SOCS,9
superior temporal gyrus,STG,9
sleep deprivation,SD,9
second heart field,SHF,9
rostral ventromedial medulla,RVM,9
retinal nerve fiber layer,RNFL,9
region of interest,ROI,9
radio frequency,RF,9
pulmonary artery smooth muscle cells,PASMC,9
pulmonary arterial smooth muscle cells,PASMCs,9
primary care physicians,PCPs,9
pre initiation complex,PIC,9
posterior parietal cortex,PPC,9
pervasive developmental disorders,PDDs,9
personality disorders,PDs,9
pemphigus vulgaris,PV,9
pelvic inflammatory disease,PID,9
partial hepatectomy,PH,9
paroxysmal nocturnal hemoglobinuria,PNH,9
outer mitochondrial membrane,OMM,9
osteogenesis imperfecta,OI,9
oral squamous cell carcinoma,OSCC,9
optic nerve,ON,9
oligodendrocyte progenitor cells,OPCs,9
obstructive sleep apnea syndrome,OSAS,9
nuclear export signal,NES,9
normal hearing,NH,9
non melanoma skin cancer,NMSC,9
nitric oxide synthase,NOS2,9
neutrophil extracellular traps,NETs,9
neural progenitor cells,NPCs,9
mesenchymal stromal cells,MSCs,9
lower urinary tract symptoms,LUTS,9
low molecular weight,LMW,9
low density lipoprotein,oxLDL,9
low birth weight,LBW,9
localized aggressive periodontitis,LAP,9
local field potential,LFP,9
lipid droplets,LDs,9
leukemic stem cells,LSC,9
leucine rich repeat,LRR,9
left right,LR,9
language impairment,LI,9
lamina propria,LP,9
integrated stress response,ISR,9
inner plexiform layer,IPL,9
inner membrane,IM,9
inner hair cells,IHC,9
immune complexes,ICs,9
hypoxic ischemic,HI,9
hypothalamo pituitary adrenal,HPA,9
hypoglycemia associated autonomic failure,HAAF,9
high glucose,HG,9
hematopoietic progenitor cells,HPC,9
heat shock proteins,HSP,9
heart rate variability,HRV,9
growth hormone releasing hormone,GHRH,9
glycogen synthase kinase,GSK,9
glial derived neurotrophic factor,GDNF,9
genome wide association scan,GWAS,9
gap junctional intercellular communication,GJIC,9
fluorescent in situ hybridization,FISH,9
fatty acid binding proteins,FABP,9
fatty acid binding proteins,FABPs,9
estrogen replacement therapy,ERT,9
epithelial Na channel,ENaC,9
end of life,EOL,9
electrophoretic mobility shift assays,EMSA,9
electronic medical records,EMRs,9
dynamic contrast enhanced,DCE,9
ductus arteriosus,DA,9
double positive,DP,9
deep vein thrombosis,DVT,9
death inducing signaling complex,DISC,9
cranial neural crest,CNC,9
coronary artery calcium,CAC,9
copy number variations,CNVs,9
constitutive androstane receptor,CAR,9
computer aided detection,CAD,9
chronic renal failure,CRF,9
chemical exchange saturation transfer,CEST,9
catecholaminergic polymorphic ventricular tachycardia,CPVT,9
breast cancer,BCa,9
bacterial artificial chromosomes,BACs,9
autosomal recessive polycystic kidney disease,ARPKD,9
airway surface liquid,ASL,9
agouti related protein,AgRP,9
acute lymphocytic leukemia,ALL,9
Zucker Diabetic Fatty,ZDF,9
X chromosome inactivation,XCI,9
Womens Health Study,WHS,9
Willebrand factor,vWF,9
Tourettes Syndrome,TS,9
Theilers murine encephalomyelitis virus,TMEV,9
TNF related apoptosis inducing ligand,TRAIL,9
Social Cognitive Theory,SCT,9
Smith Lemli Opitz Syndrome,SLOS,9
Sjogrens syndrome,SS,9
Nijmegen Breakage Syndrome,NBS,9
Neonatal Intensive Care Unit,NICU,9
N methyl D aspartate receptors,NMDARs,9
Merkel cell carcinoma,MCC,9
Markov Chain Monte Carlo,MCMC,9
Madin Darby canine kidney,MDCK,9
Integrated Public Use Microdata Series,IPUMS,9
High intensity focused ultrasound,HIFU,9
Gene Ontology,GO,9
Fc receptor,FcR,9
End Stage Kidney Disease,ESKD,9
Dyskeratosis congenita,DC,9
Childrens Oncology Group,COG,9
Carpal tunnel syndrome,CTS,9
Brutons tyrosine kinase,BTK,9
Androgen receptor,AR,9
American Sign Language,ASL,9
ADP ribosylation factors,ARFs,9
vascular endothelial,VE,8
vaccinia virus,VV,8
troponin T,cTnT,8
troponin I,cTnI,8
transmissible spongiform encephalopathies,TSEs,8
structure activity relationships,SARs,8
stress granules,SGs,8
stratum corneum,SC,8
store operated calcium entry,SOCE,8
spermatogonial stem cells,SSCs,8
social anxiety disorder,SAD,8
side population,SP,8
short tandem repeat,STR,8
serotonin reuptake inhibitors,SRIs,8
right ventricular,RV,8
right ventricle,RV,8
recombination signal sequences,RSSs,8
randomized control trial,RCT,8
protein kinase C,aPKC,8
polycythemia vera,PV,8
plasminogen activator,PA,8
permeability transition pore,mPTP,8
penicillin binding proteins,PBPs,8
papillary thyroid cancer,PTC,8
oppositional defiant disorder,ODD,8
odorant receptor,OR,8
nursing homes,NHs,8
nucleus pulposus,NP,8
nucleoside reverse transcriptase inhibitors,NRTI,8
non human primates,NHPs,8
nicotinamide adenine dinucleotide,NAD+,8
neutrophil elastase,NE,8
neutralizing antibodies,bNAbs,8
myelin associated glycoprotein,MAG,8
multicentric Castlemans disease,MCD,8
mouse embryo fibroblasts,MEF,8
monoclonal antibodies,MAbs,8
mitral valve,MV,8
middle cerebral artery,MCA,8
microtubule associated proteins,MAPs,8
measles virus,MV,8
mast cell,MC,8
lysosomal storage diseases,LSDs,8
long chain fatty acid,LCFA,8
light chain,LC,8
leukemia stem cells,LSC,8
lens epithelial cells,LECs,8
latency associated transcript,LAT,8
late onset Alzheimers disease,LOAD,8
late life depression,LLD,8
knock in,KI,8
kit ligand,KL,8
intimal hyperplasia,IH,8
intestinal epithelial cell,IEC,8
interferon regulatory factors,IRFs,8
interferon regulatory factor,IRF,8
intensive care units,ICUs,8
intellectual disability,ID,8
imprinting control region,ICR,8
immune complexes,IC,8
human brain microvascular endothelial cells,HBMEC,8
hormone therapy,HT,8
histone acetyl transferase,HAT,8
hippocampal formation,HF,8
high mobility group,HMG,8
hematopoietic cell transplant,HCT,8
heart rate,HR,8
hair cells,HCs,8
gustatory cortex,GC,8
green fluorescent protein,eGFP,8
green fluorescence protein,GFP,8
glutathione peroxidase,GPx,8
functional magnetic resonance imaging,FMRI,8
functional electrical stimulation,FES,8
focal adhesions,FA,8
fluorescence resonance energy transfer,smFRET,8
fluorescence correlation spectroscopy,FCS,8
fluid shear stress,FSS,8
flow mediated dilation,FMD,8
fibroblast like synoviocytes,FLS,8
extracellular regulated kinase,ERK,8
exon junction complex,EJC,8
estrogen response elements,EREs,8
enzyme replacement therapy,ERT,8
endothelium derived hyperpolarizing factor,EDHF,8
endocrine disrupting chemicals,EDCs,8
emergency departments,ED,8
embryonal carcinoma,EC,8
electron transfer dissociation,ETD,8
electron microscopy,cryoEM,8
ejection fraction,EF,8
drug drug interactions,DDIs,8
directly observed therapy,DOT,8
dextran sodium sulfate,DSS,8
dense core vesicles,DCVs,8
decay accelerating factor,DAF,8
cytolytic T lymphocytes,CTL,8
cyclophilin A,CypA,8
creatine kinase,CK,8
coronary artery calcification,CAC,8
cord blood,CB,8
coping skills training,CST,8
conjugated linoleic acid,CLA,8
congenital heart defects,CHD,8
cis regulatory modules,CRMs,8
chorionic gonadotropin,hCG,8
central amygdala,CeA,8
carboxy terminal domain,CTD,8
bulimia nervosa,BN,8
basal cell carcinomas,BCCs,8
axon initial segment,AIS,8
autosomal dominant hypophosphatemic rickets,ADHR,8
auditory nerve,AN,8
anabolic androgenic steroids,AAS,8
ambulatory blood pressure,ABP,8
alternative pathway,AP,8
airway hyper responsiveness,AHR,8
agouti related peptide,AgRP,8
adrenergic receptor,beta2AR,8
adipose tissue macrophages,ATMs,8
adenosine receptor,AR,8
X linked agammaglobulinemia,XLA,8
Werner Syndrome,WS,8
Tourette Syndrome,TS,8
S6 kinase,S6K,8
Protein Data Bank,PDB,8
Primary ciliary dyskinesia,PCD,8
Polycystic kidney disease,PKD,8
Pneumocystis carinii pneumonia,PCP,8
Physicians Health Study,PHS,8
Pancreatic ductal adenocarcinoma,PDA,8
NOD like receptors,NLRs,8
Mre11 Rad50 Nbs1,MRN,8
Investigational New Drug,IND,8
Interactive Research Project Grant,IRPG,8
Hereditary hemochromatosis,HH,8
Environmental Protection Agency,EPA,8
Emergency Departments,EDs,8
Diversity Outbred,DO,8
Diamond Blackfan anemia,DBA,8
Cockayne syndrome,CS,8
Chronic wasting disease,CWD,8
Chronic beryllium disease,CBD,8
Charcot Marie Tooth,CMT,8
Cerebral Cavernous Malformations,CCM,8
Assisted living,AL,8
American Heart Association,AHA,8
Age related macular degeneration,ARMD,8
AU rich elements,AREs,8
A kinase anchoring protein,AKAP,8
visceral adipose tissue,VAT,7
ventilator associated pneumonia,VAP,7
vasoactive intestinal polypeptide,VIP,7
vascular permeability,VP,7
vascular cognitive impairment,VCI,7
valosin containing protein,VCP,7
tumor infiltrating lymphocytes,TIL,7
troponin C,TnC,7
treatment resistant depression,TRD,7
transposable elements,TEs,7
total parenteral nutrition,TPN,7
thymic epithelial cells,TECs,7
the Transtheoretical Model,TTM,7
supplementary motor area,SMA,7
supplementary eye field,SEF,7
sudden cardiac arrest,SCA,7
stem cells,SCs,7
spliced leader,SL,7
spike timing dependent plasticity,STDP,7
slow wave activity,SWA,7
sex hormone binding globulin,SHBG,7
sequential multiple assignment randomized trial,SMART,7
ryanodine receptors,RyR2,7
rostral migratory stream,RMS,7
rhesus macaques,RM,7
retinoic acid,atRA,7
representational difference analysis,RDA,7
regulatory particle,RP,7
regions of interest,ROIs,7
quality control,QC,7
protease activated receptor,PAR,7
primary care provider,PCP,7
plasma cells,PC,7
pituitary adenylate cyclase activating polypeptide,PACAP,7
persistent organic pollutants,POPs,7
permeability transition pore,PTP,7
permeability transition,PT,7
people who inject drugs,PWID,7
oral glucose tolerance test,OGTT,7
open reading frame,ORF,7
oligodendrocyte precursor cells,OPCs,7
nucleotide binding domains,NBDs,7
nuclear receptors,NR,7
nuclear hormone receptors,NHRs,7
normal control,NC,7
non small cell lung carcinoma,NSCLC,7
non Hispanic white,NHW,7
nitrous oxide,N2O,7
nitric oxide,.NO,7
neutralizing antibodies,NAbs,7
neural crest cell,NCC,7
nephrogenic systemic fibrosis,NSF,7
neonatal intensive care units,NICUs,7
myosin phosphatase,MP,7
myocardial perfusion imaging,MPI,7
murine leukemia virus,MuLV,7
multiple reaction monitoring,MRM,7
multi drug resistance,MDR,7
motor neurons,MNs,7
mononuclear phagocytes,MP,7
metanephric mesenchyme,MM,7
mesial temporal lobe epilepsy,MTLE,7
membrane proximal external region,MPER,7
medium spiny neuron,MSN,7
mannose binding lectin,MBL,7
malignant mesothelioma,MM,7
major facilitator superfamily,MFS,7
major depressive episode,MDE,7
magnetic resonance images,MRI,7
lymphatic endothelial cells,LECs,7
left ventricular assist device,LVAD,7
latency associated nuclear antigen,LANA,7
inner medullary collecting duct,IMCD,7
inner hair cells,IHCs,7
innate lymphoid cells,ILCs,7
in situ hybridization,ISH,7
implantable cardioverter defibrillators,ICDs,7
implantable cardioverter defibrillator,ICD,7
immunoglobulin E,IgE,7
immune reconstitution inflammatory syndrome,IRIS,7
immediate early gene,IEG,7
identity by descent,IBD,7
identical by descent,IBD,7
hypoxia ischemia,HI,7
human granulocytic ehrlichiosis,HGE,7
human aortic endothelial cells,HAEC,7
hepatitis delta virus,HDV,7
hematopoietic stem cell transplant,HSCT,7
heavy chain,HC,7
health information technology,HIT,7
growth factors,GF,7
group B streptococcus,GBS,7
glutamic acid decarboxylase,GAD,7
glial fibrillary acidic protein,GFAP,7
functional connectivity,FC,7
folate receptor,FR,7
fluorescent proteins,FPs,7
finite element analysis,FEA,7
fibroblast growth factor receptor,FGFR,7
excitation contraction coupling,ECC,7
excessive daytime sleepiness,EDS,7
estrogen response element,ERE,7
equine infectious anemia virus,EIAV,7
epithelial mesenchymal transformation,EMT,7
endothelium dependent dilation,EDD,7
endoplasmic reticulum associated degradation,ERAD,7
dystrophin glycoprotein complex,DGC,7
diphtheria toxin,DT,7
diesel exhaust particles,DEP,7
diabetic peripheral neuropathy,DPN,7
depth of interaction,DOI,7
dengue hemorrhagic fever,DHF,7
death domain,DD,7
cytosine deaminase,CD,7
cyclobutane pyrimidine dimers,CPD,7
cyclobutane pyrimidine dimers,CPDs,7
constraint induced movement therapy,CIMT,7
computer aided drug design,CADD,7
coenzyme A,CoA,7
cochlear nucleus,CN,7
chronic low back pain,CLBP,7
central pattern generators,CPGs,7
cell adhesion molecule,CAM,7
cartilage oligomeric matrix protein,COMP,7
cardiac output,CO,7
cardiac myocytes,CM,7
carboxyl terminal domain,CTD,7
carbonic anhydrase,CA,7
cancer associated fibroblasts,CAFs,7
bone marrow transplant,BMT,7
bone marrow stromal cells,BMSCs,7
bone marrow stromal cells,BMSC,7
bone marrow failure,BMF,7
bile acid,BA,7
basilar membrane,BM,7
auditory brainstem response,ABR,7
assisted reproductive technology,ART,7
area postrema,AP,7
aorta gonad mesonephros,AGM,7
androgen independent,AI,7
anaplastic lymphoma kinase,ALK,7
adverse drug reactions,ADRs,7
adenosine A2A receptor,A2AR,7
acid sensing ion channels,ASICs,7
Wiskott Aldrich syndrome,WAS,7
Wisconsin Longitudinal Study,WLS,7
Src homology,SH,7
Semliki Forest virus,SFV,7
RNA binding protein,RBP,7
Pulmonary embolism,PE,7
Primary progressive aphasia,PPA,7
Primary graft dysfunction,PGD,7
Nod like receptor,NLR,7
N terminal domain,NTD,7
Motivational Enhancement Therapy,MET,7
Mexican Americans,MA,7
Matrix Gla protein,MGP,7
Massachusetts General Hospital,MGH,7
Lebers hereditary optic neuropathy,LHON,7
Langerhans cells,LCs,7
Kaiser Permanente,KP,7
Ischemic mitral regurgitation,IMR,7
Hutchinson Gilford progeria syndrome,HGPS,7
Hermansky Pudlak Syndrome,HPS,7
Genetic Epidemiology Network of Arteriopathy,GENOA,7
European Americans,EAs,7
Diabetes Prevention Program,DPP,7
Dbl homology,DH,7
Congenital heart defects,CHDs,7
Community Health Centers,CHCs,7
Celiac disease,CD,7
Cardiac fibroblasts,CF,7
Ca induced Ca release,CICR,7
Brown Norway,BN,7
Black Womens Health Study,BWHS,7
Bioengineering Research Grant,BRG,7
Accelerator Mass Spectrometry,AMS,7
AU rich element,ARE,7
zona pellucida,ZP,6
whole exome sequencing,WES,6
von Willebrand disease,VWD,6
